categoria,confianca,fonte,metodo,requer_confirmacao,lat_ms,hitl,y_true,descricao,y_pred
Marketplace / E-commerce,0.9908250620625518,vetorial,vetorial,False,29.375299927778542,False,Marketplace / E-commerce,MERCADOLIVRE 3PRODUTOS,Marketplace / E-commerce
Lazer e Entretenimento,0.9673855711782331,vetorial,vetorial,False,30.32989997882396,False,Lazer e Entretenimento,DM      HELPHBOMAXCOM,Lazer e Entretenimento
Alimentação,0.960166669672143,vetorial,vetorial,False,31.277400092221797,False,Alimentação,Supermercado,Alimentação
Transporte,0.9791870278568177,vetorial,vetorial,False,29.94899998884648,False,Transporte,UBER    UBER    TRIP,Transporte
Saúde,0.9420004737831046,vetorial,vetorial,False,27.7355998987332,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Transporte,0.9182115762905811,vetorial,vetorial,False,28.211000026203692,False,Transporte,EMIRATES AIRAWP/NVDZ2S,Transporte
Lazer e Entretenimento,0.9288635714531256,vetorial,vetorial,False,26.61290008109063,False,Lazer e Entretenimento,EBN*PLAYSTATION,Lazer e Entretenimento
Moradia,0.95,llm,vetorial,False,17083.102800068446,False,Transporte,SMART HOTEL EIRELI,Moradia
Saúde,0.888934423289979,vetorial,vetorial,False,36.26480000093579,False,Saúde,Drogaria Sao Paulo,Saúde
Alimentação,0.9142524068249028,vetorial,vetorial,False,36.042400053702295,False,Alimentação,SODIEDOCES,Alimentação
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,39.242700091563165,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Despesas Diversas / Outros,1.0,llm,vetorial,False,10011.248899972998,False,Alimentação,I9pay S*Supermercado T,Despesas Diversas / Outros
Saúde,0.8729473868781801,vetorial,vetorial,False,34.73620000295341,False,Saúde,Drogalis Italo,Saúde
Lazer e Entretenimento,0.9288635714531256,vetorial,vetorial,False,32.93929994106293,False,Lazer e Entretenimento,EBN*PLAYSTATION,Lazer e Entretenimento
Alimentação,0.9142524068249028,vetorial,vetorial,False,30.641700024716556,False,Alimentação,SODIEDOCES,Alimentação
Despesas Diversas / Outros,0.95,llm,vetorial,False,11951.568799908273,False,Alimentação,Jose Hortifruti,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,8779.14559992496,False,Alimentação,SAPPORO RESTAURANTE,Despesas Diversas / Outros
Saúde,0.9420004737831046,vetorial,vetorial,False,35.04759992938489,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Despesas Diversas / Outros,0.95,llm,vetorial,False,11230.231199995615,False,Moradia,PAG*TOTALGAS,Despesas Diversas / Outros
Despesas Diversas / Outros,0.95,llm,vetorial,False,11740.47530000098,False,Alimentação,Esquilos Acai,Despesas Diversas / Outros
Transporte,0.9182115762905811,vetorial,vetorial,False,33.75810000579804,False,Transporte,EMIRATES AIRAWP/NVDZ2S,Transporte
Despesas Diversas / Outros,1.0,llm,vetorial,False,10068.539900006726,False,Alimentação,I9pay S*Supermercado T,Despesas Diversas / Outros
Saúde,1.0,llm,vetorial,False,13467.202499974519,False,Saúde,NEO MATRIX OTICA,Saúde
Despesas Diversas / Outros,0.9,llm,vetorial,False,17336.559499963187,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Educação,0.95,llm,vetorial,False,9798.385399975814,False,Lazer e Entretenimento,GOOGLE NOJI STUDY WIT,Educação
Alimentação,0.9231107364659668,vetorial,vetorial,False,34.80569995008409,False,Alimentação,IFD*54.001.769 RAFAEL,Alimentação
Despesas Diversas / Outros,1.0,llm,vetorial,False,10175.794199923985,False,Alimentação,I9pay S*Supermercado T,Despesas Diversas / Outros
Saúde,0.888934423289979,vetorial,vetorial,False,43.706499971449375,False,Saúde,Drogaria Sao Paulo,Saúde
Despesas Diversas / Outros,0.85,llm,vetorial,False,14262.180999969132,False,Despesas Diversas / Outros,BLACK POWDER SISTEMAS,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,10048.33709995728,False,Alimentação,I9pay S*Supermercado T,Despesas Diversas / Outros
Saúde,0.8729473868781801,vetorial,vetorial,False,34.394699963741004,False,Saúde,DROGALIS ITALO,Saúde
Lazer e Entretenimento,0.9288635714531256,vetorial,vetorial,False,32.23210002761334,False,Lazer e Entretenimento,EBN*PLAYSTATION,Lazer e Entretenimento
Saúde,0.9420004737831046,vetorial,vetorial,False,29.278700007125735,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Despesas Diversas / Outros,1.0,llm,vetorial,False,11696.466600056738,False,Alimentação,I9pay S*Supermercado T,Despesas Diversas / Outros
Saúde,0.9420004737831046,vetorial,vetorial,False,35.76280002016574,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Despesas Diversas / Outros,1.0,llm,vetorial,False,14064.109000028111,False,Saúde,DROGA ULTRA ITAQUA LT,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,9676.120400079526,False,Alimentação,HOT POT RESTAURANT,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,9608.597000013106,False,Alimentação,HOT POT RESTAURANT,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,13010.153800016269,False,Alimentação,IFD*NEW LUCK PIZZARIA,Despesas Diversas / Outros
Lazer e Entretenimento,1.0,vetorial,vetorial,False,41.2729000672698,False,Lazer e Entretenimento,EBANX*SONYPLAYSTATN,Lazer e Entretenimento
Lazer e Entretenimento,1.0,vetorial,vetorial,False,44.78280001785606,False,Lazer e Entretenimento,EBANX*SONYPLAYSTATN,Lazer e Entretenimento
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,36.59509995486587,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Despesas Diversas / Outros,0.95,llm,vetorial,False,17914.020500029437,False,Despesas Diversas / Outros,REDFIT - ITAQUA CENTRO,Despesas Diversas / Outros
Despesas Diversas / Outros,0.888686592264806,vetorial,vetorial,False,37.33309998642653,False,Despesas Diversas / Outros,ZP      QMS INTERNATI,Despesas Diversas / Outros
Marketplace / E-commerce,0.9908250620625518,vetorial,vetorial,False,43.039800017140806,False,Marketplace / E-commerce,MERCADOLIVRE 3PRODUTOS,Marketplace / E-commerce
Saúde,0.8729473868781801,vetorial,vetorial,False,30.148699996061623,False,Saúde,DROGALIS ITALO,Saúde
Despesas Diversas / Outros,1.0,llm,vetorial,False,9797.229500021785,False,Alimentação,HOT POT RESTAURANT,Despesas Diversas / Outros
Despesas Diversas / Outros,0.95,llm,vetorial,False,16060.058699920774,False,Alimentação,Baby Sorvetes,Despesas Diversas / Outros
Alimentação,0.9443384000170215,vetorial,vetorial,False,31.502399942837656,False,Alimentação,PG CARREFOUR,Alimentação
Beleza e Cuidados Pessoais,0.9999999162857108,vetorial,vetorial,False,29.45699996780604,False,Beleza e Cuidados Pessoais,HNA*O BOTICARIO,Beleza e Cuidados Pessoais
Despesas Diversas / Outros,0.95,llm,vetorial,False,11932.40200006403,False,Tecnologia,IL-FL STUDIO/ FL CLOUD GE,Despesas Diversas / Outros
Despesas Diversas / Outros,0.9,llm,vetorial,False,16801.936900010332,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Despesas Diversas / Outros,0.95,llm,vetorial,False,11935.95500010997,False,Tecnologia,IL-FL STUDIO/ FL CLOUD GE,Despesas Diversas / Outros
Saúde,0.9420004737831046,vetorial,vetorial,False,36.639500060118735,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Alimentação,0.9231107364659668,vetorial,vetorial,False,31.91100002732128,False,Alimentação,Ifd*54.001.769 Rafael,Alimentação
Despesas Diversas / Outros,0.9,llm,vetorial,False,16842.93050004635,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Marketplace / E-commerce,0.9950223982515863,vetorial,vetorial,False,34.796099993400276,False,Marketplace / E-commerce,MERCADOLIVRE MERCADOL,Marketplace / E-commerce
Despesas Diversas / Outros,0.85,llm,vetorial,False,20470.929500064813,False,Lazer e Entretenimento,PAYPAL *NUUVEMJOGOS,Despesas Diversas / Outros
Educação,1.0,llm,vetorial,False,12336.855300003663,False,Educação,UDEMY,Educação
Despesas Diversas / Outros,1.0,llm,vetorial,False,14623.683099984191,False,Saúde,Drogaria Paulista Lj60,Despesas Diversas / Outros
Despesas Diversas / Outros,0.888686592264806,vetorial,vetorial,False,32.50780003145337,False,Despesas Diversas / Outros,ZP      QMS INTERNATI,Despesas Diversas / Outros
Saúde,0.9420004737831046,vetorial,vetorial,False,29.188000014983118,False,Saúde,Drogaria Sao Paulo - Parcela 2/2,Saúde
Despesas Diversas / Outros,0.95,llm,vetorial,False,17115.204299916513,False,Transporte,HIBIS HOTEL BARRETOS,Despesas Diversas / Outros
Saúde,0.8729473868781801,vetorial,vetorial,False,37.50079998280853,False,Saúde,DROGALIS ITALO,Saúde
Alimentação,0.9231107364659668,vetorial,vetorial,False,34.484300063923,False,Alimentação,IFD*54.001.769 RAFAEL,Alimentação
Despesas Diversas / Outros,0.85,llm,vetorial,False,18105.89689994231,False,Alimentação,RODOSNACK TURMALINA,Despesas Diversas / Outros
Despesas Diversas / Outros,0.85,llm,vetorial,False,12772.507200017571,False,Alimentação,Ifd *Zamp,Despesas Diversas / Outros
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,37.11110004223883,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Lazer e Entretenimento,1.0,vetorial,vetorial,False,36.69069998431951,False,Lazer e Entretenimento,EBANX*SONYPLAYSTATN,Lazer e Entretenimento
Despesas Diversas / Outros,1.0,llm,vetorial,False,9786.05819994118,False,Alimentação,IFOOD   IFD BELLA FON,Despesas Diversas / Outros
Despesas Diversas / Outros,0.9,llm,vetorial,False,15994.005600106902,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,13903.34860002622,False,Saúde,Drogaria Paulista Lj60,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,12553.565000067465,False,Saúde,Drogaria Paulista Lj60,Despesas Diversas / Outros
Moradia,0.95,llm,vetorial,False,15782.425599987619,False,Transporte,SMART HOTEL EIRELI,Moradia
Despesas Diversas / Outros,1.0,llm,vetorial,False,14065.106500056572,False,Saúde,Drogaria Paulista Lj60,Despesas Diversas / Outros
Lazer e Entretenimento,1.0,vetorial,vetorial,False,38.504699943587184,False,Lazer e Entretenimento,EBN*SPOTIFY,Lazer e Entretenimento
Despesas Diversas / Outros,0.9223694472024744,vetorial,vetorial,False,32.58629993069917,False,Despesas Diversas / Outros,PAG ZIG,Despesas Diversas / Outros
Transporte,0.9182115762905811,vetorial,vetorial,False,32.96829992905259,False,Transporte,EMIRATES AIRAWP/NVDZ2S,Transporte
Despesas Diversas / Outros,0.95,llm,vetorial,False,16591.422499972396,False,Despesas Diversas / Outros,REDFIT - ITAQUA CENTRO,Despesas Diversas / Outros
Marketplace / E-commerce,0.9419812701137565,vetorial,vetorial,False,38.46840001642704,False,Marketplace / E-commerce,Amazonmktplc*Swarovski - Parcela 4/7,Marketplace / E-commerce
Despesas Diversas / Outros,1.0,humano,humano,False,10065.518000046723,True,Despesas Diversas / Outros,DIVIPAYPAYMENTS,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,humano,humano,False,12622.416400001384,True,Alimentação,ZIG*ERRORR,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,humano,humano,False,19219.436899991706,True,Alimentação,Ifd*Zamp S.A.,Despesas Diversas / Outros
Saúde,0.8729473868781801,vetorial,vetorial,False,35.70810006931424,False,Saúde,Drogalis Italo,Saúde
Despesas Diversas / Outros,1.0,llm,vetorial,False,13845.723900012672,False,Saúde,Drogaria Paulista Lj60,Despesas Diversas / Outros
Alimentação,0.8742927764313928,vetorial,vetorial,False,36.26819991040975,False,Alimentação,Supermercado Veran Lj1,Alimentação
Despesas Diversas / Outros,1.0,llm,vetorial,False,16091.140699922107,False,Moradia,TIM,Despesas Diversas / Outros
Beleza e Cuidados Pessoais,0.9999999162857108,vetorial,vetorial,False,35.519200027920306,False,Beleza e Cuidados Pessoais,HNA*O BOTICARIO,Beleza e Cuidados Pessoais
Despesas Diversas / Outros,0.888686592264806,vetorial,vetorial,False,27.272299979813397,False,Despesas Diversas / Outros,ZP      QMS INTERNATI,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,11089.44699994754,False,Alimentação,BAR E LANCHES 34 LTDA,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,12196.57140003983,False,Alimentação,BHBAREDANCETERIA,Despesas Diversas / Outros
Alimentação,0.9231107364659668,vetorial,vetorial,False,35.9519999474287,False,Alimentação,Ifd*54.001.769 Rafael,Alimentação
Despesas Diversas / Outros,1.0,llm,vetorial,False,11957.682400010526,False,Alimentação,IFD*NEW LUCK PIZZARIA,Despesas Diversas / Outros
Beleza e Cuidados Pessoais,0.9999999162857108,vetorial,vetorial,False,34.398999996483326,False,Beleza e Cuidados Pessoais,HNA*O BOTICARIO,Beleza e Cuidados Pessoais
Lazer e Entretenimento,0.9063492542632987,vetorial,vetorial,False,34.80719996150583,False,Lazer e Entretenimento,DM*HELPMAXCOM,Lazer e Entretenimento
Despesas Diversas / Outros,1.0,llm,vetorial,False,13034.301600069739,False,Saúde,DROGA ULTRA ITAQUA LT,Despesas Diversas / Outros
Alimentação,1.0,vetorial,vetorial,False,28.956099995411932,False,Alimentação,PAG*JERONIMOJABAQUARA,Alimentação
Saúde,1.0,llm,vetorial,False,12671.140599995852,False,Saúde,DROGA ULTRA ITAQUA LT,Saúde
Despesas Diversas / Outros,1.0,llm,vetorial,False,11995.456999982707,False,Alimentação,IFD*NEW LUCK PIZZARIA,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,llm,vetorial,False,13036.486299941316,False,Saúde,DROGA ULTRA ITAQUA LT,Despesas Diversas / Outros
Marketplace / E-commerce,0.9382735200080364,vetorial,vetorial,False,34.80270004365593,False,Marketplace / E-commerce,MERCADOPAGO *MERCADOL,Marketplace / E-commerce
Saúde,0.8729473868781801,vetorial,vetorial,False,34.91839999333024,False,Saúde,DROGALIS ITALO,Saúde
Saúde,1.0,llm,vetorial,False,12430.380500038154,False,Saúde,NEO MATRIX OTICA,Saúde
Saúde,0.95,llm,vetorial,False,15937.94150010217,False,Alimentação,Ifd*Sp Farma Metropoli,Saúde
Despesas Diversas / Outros,0.95,llm,vetorial,False,9141.356000094675,False,Alimentação,Ifd*New Luck Pizzaria,Despesas Diversas / Outros
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,35.81610007677227,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Despesas Diversas / Outros,0.95,llm,vetorial,False,13400.425500003621,False,Lazer e Entretenimento,Cinepolis Itaquaquecet,Despesas Diversas / Outros
Alimentação,0.9231107364659668,vetorial,vetorial,False,34.629999892786145,False,Alimentação,Ifd*54.001.769 Rafael,Alimentação
Despesas Diversas / Outros,0.95,llm,vetorial,False,11062.099000089802,False,Alimentação,Jose Hortifruti,Despesas Diversas / Outros
Alimentação,0.9231107364659668,vetorial,vetorial,False,37.91840001940727,False,Alimentação,IFD*54.001.769 RAFAEL,Alimentação
Despesas Diversas / Outros,0.85,llm,vetorial,False,22105.971300043166,False,Lazer e Entretenimento,PAYPAL *NUUVEMJOGOS,Despesas Diversas / Outros
Despesas Diversas / Outros,0.95,llm,vetorial,False,10783.325499971397,False,Alimentação,Esquilos Acai,Despesas Diversas / Outros
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,41.39639995992184,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Alimentação,0.9231107364659668,vetorial,vetorial,False,36.11799993086606,False,Alimentação,IFD*54.001.769 RAFAEL,Alimentação
Saúde,0.8729473868781801,vetorial,vetorial,False,35.19059997051954,False,Saúde,DROGALIS ITALO,Saúde
Alimentação,0.9231107364659668,vetorial,vetorial,False,37.42780000902712,False,Alimentação,Ifd*54.001.769 Rafael,Alimentação
Transporte,0.9182115762905811,vetorial,vetorial,False,35.108799929730594,False,Transporte,EMIRATES AIRAWP/NVDZ2S,Transporte
Educação,1.0,llm,vetorial,False,11657.815600046888,False,Educação,UDEMY,Educação
Despesas Diversas / Outros,0.85,llm,vetorial,False,16942.477700067684,False,Vestuário,EMPORIO FOR ALL,Despesas Diversas / Outros
Despesas Diversas / Outros,1.0,humano,humano,False,10629.008199903183,True,Vestuário,PAYPAL      *BOSS LIFE,Despesas Diversas / Outros
Marketplace / E-commerce,1.0,llm,vetorial,False,8201.504199998453,False,Marketplace / E-commerce,Amazonmktplc*Cinnantie,Marketplace / E-commerce
Despesas Diversas / Outros,0.9,llm,vetorial,False,15976.321100024506,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Saúde,0.8729473868781801,vetorial,vetorial,False,35.626999917440116,False,Saúde,Drogalis Italo,Saúde
Moradia,0.8517531311615353,vetorial,vetorial,False,34.504499984905124,False,Despesas Diversas / Outros,PAG AZPLEX,Moradia
Moradia,0.95,llm,vetorial,False,15795.754700084217,False,Transporte,SMART HOTEL EIRELI,Moradia
Marketplace / E-commerce,0.9487742854399022,vetorial,vetorial,False,36.20109998155385,False,Marketplace / E-commerce,AMAZONMKTPLC*RAQUENACO,Marketplace / E-commerce
Despesas Diversas / Outros,1.0,llm,vetorial,False,12168.660099967383,False,Alimentação,IFD*NEW LUCK PIZZARIA,Despesas Diversas / Outros
Despesas Diversas / Outros,0.9,llm,vetorial,False,16003.725199960172,False,Lazer e Entretenimento,PAYPAL  NUUVEMJOGOS,Despesas Diversas / Outros
Despesas Diversas / Outros,0.95,llm,vetorial,False,10992.399499984458,False,Alimentação,Jose Hortifruti,Despesas Diversas / Outros
