string,title,year,citations,source_db,doi,abstract
Primaria,Automated Multi-Page Document Classification and Information Extraction for Insurance Applications using Deep Learning Techniques,2024,5,Scopus,10.1109/icrito61523.2024.10522111,"Automated document classification and information extraction are important tasks in many industries, including healthcare, finance, and government. In healthcare, patient data is stored in unstructured formats, which makes data retrieval and analysis difficult. In the finance sector, financial documents such as data analysis, regulatory compliance, and fraud detection are also important tasks. In government, the classification and extraction of information from legal and policy documents can enhance decision-making and policymaking processes. Automated document classification and information extraction using computer vision and deep learning, can efficiently extract important information from these unstructured documents, such as medical histories, diagnoses, treatments, insurance applications and improve the process of data analysis, fraud detection, and decision-making process. By using this, businesses and organizations can reduce the time and cost associated with manual document processing, enabling them to focus on more critical tasks. This paper proposes a solution that utilizes OCR, NLP and CNNs to perform these tasks on insurance applications. The system is trained on a large dataset of documents and can classify and extract information from various types of documents, including invoices, receipts, and forms. Our experiments show that the proposed system achieves high accuracy of 90% in document classification and information extraction tasks, making it suitable for use in realworld applications. © 2024 IEEE."
Primaria,"Layout-Aware Arabic Invoice Understanding with Product and Key-Value Extraction Using YOLOv11, AraBERT, and Active Learning",2026,0,Scopus,10.1177/17248035261480408,"Arabic invoice processing requires not only recognition of generic entities, but also interpretation of their invoice-specific roles and relations. This article extends a YOLOv11–AraBERT active-learning pipeline with a layout-aware structural layer for field classification, key-value linking, and product line-item reconstruction. YOLOv11 localizes text regions in a custom Arabic invoice dataset, OCR converts the detected regions to text, and AraBERT performs sequence labeling with an entity inventory that includes PRODUCT. Layout-AraBERT then combines AraBERT representations, predicted entity types, and normalized two-dimensional bounding-box features to distinguish fields such as invoice date, tax amount, subtotal, total amount, product name, quantity, unit price, and line total. On the authors’ custom dataset, YOLOv11 reaches 93.42% mAP@0.5:0.95 and the final AraBERT active-learning batch reaches 89.36% entity-level F1. PRODUCT extraction reaches 87.77% F1. For the structural stage, Layout-AraBERT reaches 91.2% field accuracy and 88.7% key-value linking F1 under clean OCR conditions; at a 20% synthetic OCR-noise level these values decrease to 81.6% and 78.2%, respectively. Evaluation also includes cross-template generalization, ablation analysis, and annotation-efficiency measurements. The resulting framework provides a reference baseline for layout-aware Arabic invoice understanding on the authors’ custom dataset. © The Author(s) 2026"
Primaria,Recognition of invoices from scanned documents,2017,10,Scopus,,"In this paper, we describe the work of recognition the first page of an invoice from a set of scanned business documents. This can be applied to document management systems, document analysis systems, pre-processing of information extraction systems. We also present our experiments on Czech and English invoice data set. © 2017 Tribun EU s. r. o. All rights reserved."
Primaria,A Hybrid Mobile-Cloud Architecture for Intelligent Document Processing,2025,0,Scopus,10.1016/j.procs.2025.10.262,"Mobile devices with high-resolution cameras and computational capabilities have become ubiquitous tools for document digitization. However, existing on-device OCR solutions primarily focus on text recognition, lacking the ability to capture document structure or extract semantic context. This paper introduces a hybrid mobile-cloud architecture for Intelligent Document Processing (IDP) that combines real-time on-device document capture with cloud-based OCR, document classification, and semantic information extraction. Smartphones function as intelligent sensing nodes, performing image enhancement, perspective correction, keyframe selection, and secure transmission to a cloud backend. The backend employs Transformer-based classifiers and multi-modal language models to extract structured data, including dates, financial amounts, and reference numbers, supporting multiple languages and document types. Experiments on real-world invoices demonstrate that the hybrid system reduces end-to-end processing time compared to cloud-only approaches while maintaining high extraction accuracy, even under variable network conditions. Video capture further enhances reliability by selecting optimal frames. The architecture also addresses practical enterprise needs, including data security, compliance, and integration with ERP, CRM, and document management systems. Future work will explore lightweight on-device semantic pre-processing, expanded document type support, and adaptive transmission strategies to improve efficiency and resilience in large-scale enterprise applications. © 2025 The Authors."
Secundaria,A Study on Handwritten Text Recognition and Post-OCR Error Correction Techniques,2026,,IEEE,10.1109/icoei68323.2026.11541382,"Optical Character Recognition (OCR) of handwritten Telugu text remains a challenging task due to complex characters in the Telugu script and variable handwriting styles. Traditional OCR systems that use handcrafted features have shown limited performance on such data. Deep learning methods outperform traditional OCR methods because they learn patterns directly from images instead of depending on fixed rules. These methods also produce errors due to the visual similarity between the intra-class characters, variations in handwriting styles, and image quality. The introduction of post-OCR error correction techniques helped to eliminate these issues. In this post-OCR approach, the text which contains errors is generated by deep learning–based OCR models, is given as input to a post-OCR model that processes and corrects the incorrect text to produce a final corrected output. This survey focuses on OCR and post-OCR error correction methods and discusses their evaluated performance. The study is mainly towards Indic languages, and it shows that post-OCR models help improve performance."
Secundaria,OCR Error Correction: State-of-the-Art vs an NMT-based Approach,2018,19,IEEE,10.1109/das.2018.63,"Although the performance of the state-of-the-art OCR systems is very high, they can still introduce errors due to various reasons, and when it comes to historical documents with old manuscripts the performance of such systems gets even worse. That is why Post-OCR error correction has been an open problem for many years. Many state-of-the-art approaches have been introduced through the recent years. This paper contributes to the field of Post-OCR Error Correction by introducing two novel deep learning approaches to improve the accuracy of OCR systems, and a post processing technique that can further enhance the quality of the output results. These approaches are based on Neural Machine Translation (NMT) and were motivated by the great success that deep learning introduced to the field of Natural Language Processing. Finally, we will compare the state-of-the-art approaches in Post-OCR Error Correction with the newly introduced systems and discuss the results."
Secundaria,Omni font OCR error correction with effect on retrieval,2010,1,IEEE,10.1109/isda.2010.5687228,"Recent library digitization projects attempt to provide large collections of printed material from varying sources in a searchable format. The scanned documents are typically processed using Optical Character Recognition (OCR), which typically introduces errors in the text. This paper proposes a technique for correction of OCR degraded text that is independent of character-level OCR errors, and hence independent of scanned document source. It is based on language modeling in conjunction with a uniform character model that uses edit distance only. The technique compares well to state-of-the-art correction techniques that are based on language modeling and source-specific character error models. Although the proposed technique yielded lower correction effectiveness, its impact on retrieval effectiveness is statistically significant and at par with state-of-the-art correction techniques. The main requirement of the proposed technique is the training of a “good” language model matching genre, style, and temporal coverage. The advantage of being independent of character level errors is clear in applications were printed documents vary in source, font, and degradation level."
Secundaria,Thai OCR error correction using genetic algorithm,2002,2,IEEE,10.1109/cw.2002.1180870,"This paper presents an efficient method for Thai OCR error correction based on genetic algorithm (GA). The correction process starts with word graph construction from spell checking with dictionary, then a graph is searched for a corrected sentence with the highest perplexity (using language model, bi-gram and tri-gram) and word probability from OCR. For a long sentence, a search space is huge and can be resolved using GA. A list of nodes is used for chromosome encoding to represent all possible paths in a graph instead of standard binary string. The performance of the suggested technique is evaluated and compared to the full search for tested sentences of different size constructed from 10 nodes to 200 nodes word graphs."
Secundaria,myOCR: Optical Character Recognition for Myanmar language with Post-OCR Error Correction,2024,5,IEEE,10.1109/isai-nlp64410.2024.10799448,"This paper presents the Myanmar Optical Character Recognition (OCR), named myOCR. It utilizes a synthetic text image dataset with 14 different font styles that contains 25,790 text images. The system includes Convolutional Neural Networks (CNN) for feature extraction, Bidirectional Long-Short Term Memory (BiLSTM) networks for sequence modeling, and Connectionist Temporal Classification (CTC) for decoding, evaluated across various iterations (3,000, 6,000, 9,000) and hidden states (64, 128, 256). Statistical Post-OCR correction methods involve N(3,4,5)-grams and edit distances with the Symmetric Delete Spelling correction algorithm (SymSpell). For Neural Machine Translation-based correction, BiLSTM and Transformer models are employed, while the mT5-base and mBART-50 models are used for LLM-based correction. The best base (optical) model is the model with 9,000 iterations that achieved a chrF++ score of over 97.90 and a Word Error Rate (WER) of 9.18%. Transformer correction improved its chrF++ to 99.31 and reduced the WER to 0.66%."
Secundaria,OCR Error Correction Using BiLSTM,2021,4,IEEE,10.1109/icecet52533.2021.9698712,"Language models have critical importance in the pre- and post-processing of optical character recognition (OCR). The quality of documents and scanners is important for OCR systems, with inferior quality leading to more erroneous output. For long time intervals of sequences, long short-term memory (LSTM) fulfills the requirements because it can solve problems with long-term dependencies. In this study, we evaluate the performance of error correction for OCR data using LSTM. The results show that we have good performance for correcting error words by using bidirectional LSTM (BiLSTM). We obtain 98.13% better performance in correcting error words by using OCRd data and 97.18% better performance by using social media data. In this respect, we show that the method we have applied can be used for error corrections."
Secundaria,Data Driven Approach to Brahmi OCR Error Correction and Sinhala Meaning Generation from Brahmi Character Array,2019,4,IEEE,10.1109/icter48817.2019.9023763,"Brahmi is one of ancient scripting languages used in India, South and Central Asia. Brahmi inscriptions are the main source of getting information about ancient Sri Lanka. But manual translation process is very time consuming because Brahmi alphabet, word pattern, meaning and grammar are completely differing than the current Sinhala context. As these inscriptions have been discovered under the drip ledges of caves, rocks and slabs, it is a big challenge for Archaeologists to getting the data from these inscriptions and translating into Sinhala sentences because of various noises. This research paper is containing the after process of OCR character recognition phase, which proposed and implemented an efficient system which can take recognized Brahmi character array without word boundaries as input and convert it into meaningful Sinhala sentences by overcoming the OCR errors and word identification scoring method. Full system which consist of four modules is taking inputs of Brahmi inscription images, and this research module is the third module which takes the recognised Brahmi character array from the output of second module and mainly focused on word detection, overcome OCR errors using 3 error correction methods, Brahmi language model using 2 Bigram models and 1 Trigram model and translation."
Secundaria,Progress of combining trigram and Winnow in Thai OCR error correction,1998,4,IEEE,10.1109/apccas.1998.743880,"From specific characteristics of Thai, Thai OCR errors frequently depend on nearby characters. To capture this characteristic of Thai OCR errors more appropriately, we propose the idea of using the varied n-gram of the character confusion probability for scoring approximately matched words. The value of n depends on characteristics of each character. For languages which have no explicit word boundary, word boundary ambiguity has to be resolved before correcting errors. In this paper, a maximal matching algorithm is used instead of a more complicated word segmentation algorithm to reduce a time complexity problem. Finally, a hybrid method which combines a part-of-speech trigram model with Winnow algorithm is used to selected the most probable correction."
Secundaria,Dissimilarity Matrix: Bridging the Gap of Bangla OCR Error Correction Through a Novel Approach,2023,,IEEE,10.1109/sti59863.2023.10464527,"Optical Character Recognition (OCR) holds vital importance across sectors, including the Bangla language, yet errors endure due to intricate handwritten characters and vast character classes. Effective error correction methods are thus pivotal in the OCR post-processing stage, with room for enhancement despite existing techniques. Levenshtein Distance with dictionary lookup and subsequent contextual analysis are widely employed methods. This study introduces the novel Dissimilarity Matrix for enhanced OCR error correction. This method serves as an intermediary layer between the Levenshtein distance and contextual analysis by storing the degree of dissimilarity between two characters' appearances in a matrix. Since deep learning techniques are fundamental to most Bangla OCR systems, the proposed system leverages the cause of the error to correct it, particularly in cases where two characters are similar in appearance. The dissimilarity matrix was computed using both machine-generated and empirical values. A comparative investigation was undertaken between two proposed variants of dissimilarity matrices and the existing methodologies. The proposed empirical method achieved the best average F1-score of 93.04 percent and surpassed all other techniques in terms of speed, with an average run time of 0.20 seconds per word for contextual analysis. Notably, the study only considered primary Bangla characters and numeric characters, and compound characters can be incorporated to improve performance. With its swift processing time, the empirical dissimilarity matrix holds excellent potential for real-world applications."
Secundaria,Improving Book OCR by Adaptive Language and Image Models,2012,10,IEEE,10.1109/das.2012.45,"In order to cope with the vast diversity of book content and typefaces, it is important for OCR systems to leverage the strong consistency within a book but adapt to variations across books. We describe a system that combines two parallel correction paths using document-specific image and language models. Each model adapts to shapes and vocabularies within a book to identify inconsistencies as correction hypotheses, but relies on the other for effective cross-validation. Using the open source Tesseract engine as baseline, results on a large data set of scanned books demonstrate that word error rates can be reduced by 25 percent using this approach."
Secundaria,Probabilistic Approach for Correction of Optically-Character-Recognized Strings Using Suffix Tree,2011,,IEEE,10.1109/ncvpripg.2011.24,"In this paper we present an approach for correcting character recognition errors of an OCR which can recognise Indic Scripts. Suffix tree is used to index the lexicon in lexicographical order to facilitate the probabilistic search. To obtain the best probable match against the mis-recognised string, it is compared with the sub-strings (edges of suffix tree) using similarity measure as weighted Levenshtein distance, where Confusion probabilities of characters (Unicodes) are used as substitution cost, until it exceeds the specified cost k. Retrieved candidates are sorted and selected on the basis of their lowest edit cost. Exploiting this information, the system can correct non-word errors and achieves maximum error rate reduction of 33% over simple character recognition system."
Secundaria,Character-Level LSTM Encoder–Decoder with Luong Attention for Post-OCR Correction of Malayalam Palm-Leaf Manuscripts,2026,,IEEE,10.1109/conit69683.2026.11620636,"Digitization of historic palm leaf Malayalam manuscripts using Optical Character Recognition frequently produces character-level errors due to degraded manuscript quality, visually similar glyphs, stacked diacritics, and complex ligature structures. These distortions significantly reduce the usability of digitized archives for searching, indexing, linguistic analysis and digital preservation. This work proposes a character-level sequence-to-sequence post-OCR correction system that maps noisy Malayalam OCR outputs directly to clean text using an LSTM encoder-decoder architecture with Luong attention. The model is trained using a confusion-driven augmentation strategy derived from real OCR alignment statistics to simulate realistic manuscript distortions while preserving linguistic plausibility. The specialty of the proposed system lies in learning script-specific confusion patterns directly from historic OCR outputs and integrating them into a lightweight, deployable correction architecture suitable for low-resource settings. Upon evaluation, the LSTM+Luong attention model achieves an Corpus Character Error Rate (CER) of 0.15, with 89.2% of test samples below a CER of 0.25 and all samples below 0.50, demonstrating strong robustness for historic manuscript correction."
Secundaria,Frances++: LLM-Based Semantic Enrichment and Spatial Graphs for Digitized Historical Collections,2025,1,IEEE,10.1109/escience65000.2025.00039,"This paper presents major enhancements to frances, a platform for exploring digitized historical collections using LLM-based semantic and spatial enrichments. We focus on three corpora from the National Library of Scotland (NLS): the Gazetteers of Scotland, the Broadsides, and the Encyclopaedia Britannica. Using a flexible, prompt-based LLM pipeline, we extract over 50,000 structured articles from the Gazetteers, adapting to diverse typographic layouts. For Broadsides, we align OCR-derived text (extracted using defoe) with manually corrected transcriptions published by NLS, linking both sources for improved access and reuse. Historical text is further improved using a fine-tuned Llama2 model selected after evaluating several LLMs for post-OCR correction. To enrich geographic information, we combine Stanza NER, in-text coordinate parsing, and the Edinburgh Geoparser, enabling both modern georesolution and preservation of historical geography. We extend the Heritage Textual Ontology (HTO) to support article-level records, spatiotemporal entities, and in-text annotations via CRMgeo and Web Annotation standards. Resulting RDF knowledge graphs are deployed on a GeoSPARQL-enabled Fuseki server and indexed in Elasticsearch to support full-text, semantic, and spatial search. The upgraded frances interface offers entity highlighting, historical maps, and provenance tracking, demonstrating a scalable pipeline for structured, enriched access to OCRed heritage texts."
Secundaria,OCR Error Correction Using Character Correction and Feature-Based Word Classification,2016,54,IEEE,10.1109/das.2016.44,"This paper explores the use of a learned classifier for post-OCR text correction. Experiments with the Arabic language show that this approach, which integrates a weighted confusion matrix and a shallow language model, improves the vast majority of segmentation and recognition errors, the most frequent types of error on our dataset."
Secundaria,ICDAR2017 Competition on Post-OCR Text Correction,2017,36,IEEE,10.1109/icdar.2017.232,"This paper describes the ICDAR2017 competition on post-OCR text correction and presents the different methods submitted by the participants. OCR has been an active research field for over the past 30 years but results are still imperfect, especially for historical documents. The purpose of this competition is to compare and evaluate automatic approaches for correcting (denoising) OCR-ed texts. The challenge consists of two independent tasks: 1) error detection and 2) error correction. An original dataset of 12M OCR-ed symbols along with an aligned ground truth was provided to the participants with 80% of the dataset dedicated to the training and 20% to the evaluation. Different sources were aggregated and namely contain newspapers and monographs covering 2 languages (English and French). 11 teams submitted results, while the difficulty of the task was underlined by the fact that only half of the submitted methods were able to denoise the evaluation dataset on average. In any case, this competition, which counted 35 registrations, illustrates the strong interest of the community in this essential problem, which is key to any digitization process involving textual data."
Secundaria,An Efficient Unsupervised Approach for OCR Error Correction of Vietnamese OCR Text,2023,25,IEEE,10.1109/access.2023.3283340,"Different types of OCR errors often occur in OCR texts due to the low quality of scanned document images or limitations in OCR software. In this paper, we propose a novel unsupervised approach for OCR error correction. Correction candidates for OCR errors are generated and explored in their neighborhoods using correction character edits controlled by an adapted hill-climbing algorithm. Correction characters are extracted from only original ground truth texts, which do not depend on OCR texts in training data. A weighted objective function used to score and rank correction candidates is heuristically tested to find optimal weight combinations. The proposed model is evaluated on an OCR text dataset originating from the Vietnamese handwritten database in the ICFHR 2018 Vietnamese online handwritten text recognition competition. The proposed model is also verified concerning its stability and complexity. The experimental results show that our model achieves competitive performance compared to the other models in the ICFHR 2018 competition."
Secundaria,Deep Statistical Analysis of OCR Errors for Effective Post-OCR Processing,2019,49,IEEE,10.1109/jcdl.2019.00015,"Post-OCR is an important processing step that follows optical character recognition (OCR) and is meant to improve the quality of OCR documents by detecting and correcting residual errors. This paper describes the results of a statistical analysis of OCR errors on four document collections. Five aspects related to general OCR errors are studied and compared with human-generated misspellings, including edit operations, length effects, erroneous character positions, real-word vs. non-word errors, and word boundaries. Based on the observations from the analysis we give several suggestions related to the design and implementation of effective OCR post-processing approaches."
Secundaria,Improved Information Extraction by Leveraging Multi-Hypothesis OCR at Inference Time,2025,,IEEE,10.1109/iccvw69036.2025.00785,"Extracting information from documents is a critical task for many industrial use-cases. Errors in this process can arise from both the visual recognition and the semantic labeling processes. Traditional approaches to mitigate these errors involve collecting more data and training larger models, which can be resource-intensive. In this paper, we propose a backtracking, constrained decoding approach that aims to correct OCR reading and information extraction at the inference stage without retraining or using additional error correction models. By leveraging OCR confidence scores and top-k predictions, we explore multiple high-probability OCR readings until we reach a constraint-satisfying extraction. Our approach uses computational resources during inference to jointly solve both OCR and extraction issues. We demonstrate the effectiveness of our method on two datasets, showing consistent improvements in F1-score, compared to degradation in extraction performance when using a state-of-the-art post-OCR error correction model specifically fine-tuned on these datasets."
Secundaria,Real-Word Errors in Arabic Texts: A Better Algorithm for Detection and Correction,2019,26,IEEE,10.1109/taslp.2019.2918404,"Real-word (also known as semantic or context-sensitive) spelling error is a class of error that escapes the typical spell checker which relies on dictionary look-up. This kind of error occurs when a user types a correctly spelled word-by mistake-when another is intended, e.g., “I want a peace (piece) of cake.” Further, these errors commonly arise in text written by people with dyslexia. Real-word errors are harder to detect as we need to consider the context. In this paper, we propose a spell checker that detects and corrects real-word errors for the Arabic language. Our method avoids predefined confusion sets-a simple approach used by many works tackling this problem-which limits the list of words that can be detected and corrected. Thus, our system can detect and correct a larger set of real-word errors. For the detection phase, we employ word and stem n-gram (n = 1-3) language model along with machine learning, achieving a precision and recall of 83.5% and 99.2%, respectively. And for the correction phase we use n-gram, which results in an accuracy of 98%. Our scheme is robust, with an excellent performance even when the percentage of real-word error words is high. This makes the system suitable for handling errors in post OCR recognition of Arabic text."
Secundaria,ICDAR 2019 Competition on Post-OCR Text Correction,2019,46,IEEE,10.1109/icdar.2019.00255,"This paper describes the second round of the ICDAR 2019 competition on post-OCR text correction and presents the different methods submitted by the participants. OCR has been an active research field for over the past 30 years but results are still imperfect, especially for historical documents. The purpose of this competition is to compare and evaluate automatic approaches for correcting (denoising) OCR-ed texts. The present challenge consists of two tasks: 1) error detection and 2) error correction. An original dataset of 22M OCR-ed symbols along with an aligned ground truth was provided to the participants with 80% of the dataset dedicated to training and 20% to evaluation. Different sources were aggregated and contain newspapers, historical printed documents as well as manuscripts and shopping receipts, covering 10 European languages (Bulgarian, Czech, Dutch, English, Finish, French, German, Polish, Spanish and Slovak). Five teams submitted results, the error detection scores vary from 41 to 95% and the best error correction improvement is 44%. This competition, which counted 34 registrations, illustrates the strong interest of the community to improve OCR output, which is a key issue to any digitization process involving textual data."
Secundaria,Lexicographical-Based Order for Post-OCR Correction of Named Entities,2017,5,IEEE,10.1109/icdar.2017.197,"We are in the era of information access in which a huge amount of text is extracted from scanned documents and made available digitally to be used in search processes. However, old or poorly scanned documents suffer from bad recognition, which leads to not only imperfect Optical Character Recognition (OCR), but to bad indexation and unattainable information, as well. To cope with the aforementioned issues, we introduce in this paper a lexicographical-based approach for Post-OCR correction applied to named entities. By combining lexicographically a contextual similarity and an edit distance, the approach builds a graph connecting similar named entities, in order to automatically correct the corresponding OCR processed text. We evaluated our approach on a generated dataset. The first results obtained showed that, despite the high level of degradation of the text, the approach succeeded in correcting more than a third of named entities without the need for any external knowledge."
Secundaria,Geometry-Aware Post-OCR Processing and Configuration-Driven Key Information Extraction for Industrial Nameplates,2026,,IEEE,10.1109/cisat71030.2026.11682204,"Industrial equipment nameplates provide structured metadata for asset management and compliance, yet general-purpose optical character recognition (OCR) still yields spatially fragmented text without field boundaries. Naive flattening or coordinate sorting often breaks reading order, splits labels, misaligns multi-column key-value pairs, and causes cross-field interference among adjacent electrical ratings. We present a two-stage inference-and-rules framework for geometry-aware post-OCR processing and configuration-driven key information extraction (KIE). Stage I performs OCR; Stage II reconstructs reading order through adaptive row clustering, fragment merging, column-gap splitting, row fusion, and keyword-prefix continuation, then maps each field to one of four operators—keyword, unit, special, or table—with unit-penalty gating and regex-based blind search. A JSON configuration covers 11 nameplate categories and 138 declared fields, supports hot reload, and is implemented in isomorphic Python and C++ layers. On 550 images (50 per category) and 6900 human-reviewed fields, accuracy improves from 64.80% (M1) to 88.90% (M4); per-category M4 accuracy spans 83.10%–98% with 2.51 ms mean Stage-II latency. Annotations are drafted with a vision-language model and verified line by line. The module complements the end-to-end nameplate recognition pipeline reported in our accepted ICBASE 2026 paper [1]."
Secundaria,"myNRC-OCR: A Hybrid OCR Framework for Handwritten Myanmar NRCs Integrating YOLOv8, Tesseract LSTM, TrOCR, and Post-OCR Correction",2026,,IEEE,10.1109/jcsse68839.2026.11597059,"Handwritten OCR for Myanmar script is hindered by complex orthography, character stacking, and limited annotated data. We propose myNRC-OCR, a hybrid framework for robust text extraction from Myanmar National Registration Cards (NRCs). The pipeline utilizes YOLOv8 for field localization, followed by a comparative recognition study between Tesseract LSTM and Transformer-based TrOCR. Analysis reveals a shift from segmentation-based failures in LSTMs to generative hallucinations in Transformers. To mitigate these, we introduce a 3-tier post-processing module using syllable tokenization and rule-based normalization to enforce linguistic constraints. Results show that while Tesseract is computationally efficient, the fine-tuned TrOCR model achieves a superior Character Error Rate (CER) of 2.46%, effectively managing high-variance handwriting. This work provides a scalable methodology for digitizing low-resource Southeast Asian scripts and establishes a foundation for future Myanmar linguistic research."
Secundaria,Feedback Learning: Automating the Process of Correcting and Completing the Extracted Information,2019,12,IEEE,10.1109/icdarw.2019.40091,"In recent years, with the increasing usage of digital media and advancements in deep learning architectures, most of the paper-based documents have been revolutionized into digital versions. These advancements have helped state-of-the-art information extraction and digital mailroom technologies become progressively efficient. Even though many efficient post-Information Extraction (IE) error rectification methods have been introduced in the recent past to improve the quality of digitized documents. They are still imperfect and they demand improvements in the area of context-based error correction, specifically when we are dealing with the documents involving sensitive information such as invoices. This paper describes the self-correction approach based on the sequence to sequence Neural Machine Translation (NMT) as applied to rectify the incorrectness in the results of any information extraction approach such as Optical Character Recognition (OCR). We accomplished this approach by exploiting the concepts of sequence learning with the help of feedback provided during each cycle of training. Finally, we have compared state-of-the-art post-OCR error correction methods with our feedback learning approach. Our empirical results have outperformed state-of-the-art post-OCR error correction methods."
Secundaria,Enhanced Text Extraction from Low-Quality Legacy Documents Using TrOCR Assisted by Line Detection,2025,,IEEE,10.1109/wecon68556.2025.11414621,"Legacy documents are mostly found in unstructured formats that make them difficult to retrieve digitally. For Microsoft’s TrOCR model, we used a domain-specific fine-tuning method paired with a line detection model using detectron2 framework and post OCR correction using SymSpell to improve the detection of low-resolution, faded, and degraded text. The data were collected from archived Indian government documents. Using mixed-precision training on constrained resources, the model was trained on our proprietary dataset, which was annotated line-wise. With a character error rate of 7.01 and a word error rate of 14.21 on the validation set, the model showed a very significant improvement over the base version. Our findings demonstrate the great efficacy of specifically pretrained OCR model fine-tuning for the large-scale restoration and digitization of important historical data."
Terciaria,Microblog Text Classification System Based on TextCNN and LSA Model,2020,4,Scopus,10.1109/isctt51595.2020.00090,"With the development of the internet technology, kinds of short text information are growing explosively. Information explosion has become an urgent problem. To find the target information accurately from a large number of short texts and to find the short text with the same semantic meaning of the target information, we propose and build a microblog text classification system. Take the official microblog of Peking University as an example; the TextCNN model based on Convolutional Neural Network (CNN) is used for the classification of the text of Peking University's Weibo. The text is pre-processed accordingly and converted into word vectors through unsupervised learning. TextCNN is used for training to realize the classification of Weibo text. Finally, the paper sets up a web server to interact with the users, and uses the Latent Semantic Analysis (LSA) algorithm to recommend relevant categories of Weibo based on user search content. The experimental results show that the classification accuracy of the TextCNN model used in the article is 85.94%. This paper realizes the function of microblog content classification and accurate search. We help users quickly and accurately find the content they want, reducing the time of browsing useless information. © 2020 IEEE."
Terciaria,Dual attention-based hybrid deep learning framework for short text classification,2025,8,Scopus,10.1007/s12530-025-09735-4,"In digital communication, persistent spam poses significant risks to user privacy and security. Classifying short texts (e.g., SMS, tweets) is challenging due to their brevity, ambiguity, and lack of contextual depth. To address this, we propose a novel dual-attention-based hybrid deep learning framework that synergistically integrates Convolutional Neural Networks (CNN) and Bidirectional Long Short-Term Memory Networks (BiLSTM). The CNN branch employs location-based attention to highlight spatially significant features. In contrast, the BiLSTM branch uses co-attention to model sequential relationships, enabling comprehensive feature extraction from sparse, noisy short texts. The fused features are classified through an optimized, fully connected layer, achieving state-of-the-art accuracy of 99.74% (SMS) and 99.36% (Twitter) while maintaining computational efficiency (12ms latency, 8.5G FLOPs). Our model’s parallel architecture and attention mechanisms uniquely balance accuracy and deployability, outperforming transformers (e.g., BERT) with 10 × fewer computational resources. This work advances spam detection by addressing feature sparsity and real-time processing constraints, offering a robust solution for practical applications. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025."
Terciaria,MBiLSTMGloVe: Embedding GloVe knowledge into the corpus using multi-layer BiLSTM deep learning model for social media sentiment analysis,2022,91,Scopus,10.1016/j.eswa.2022.117581,"The fast improvement and transformation of online media and unique sites with critical reviews of items, movies, goods, etc. have created a tremendous assortment of assets for clients everywhere around the globe. This information might contain a great deal of data, including product reviews, anticipating market changes, and the extremity of film assessments. Sentiment Analysis (SA) innovation produces phonetic comprehension according to the viewpoint of machines through the handling and investigation of immense amounts of information, which is a hot expedition passageway heading into the field of man-made reasoning, a.k.a. Artificial Intelligence (AI). To address the substance appendage from short texts, we want to investigate the further semantics of words by exploiting thoughtful Machine Learning (ML) and Deep Learning (DL) strategies. In this way, AI, ML, and DL procedures can control and distribute intuition introspection in these difficulties. Our recommended model, based on the DL method and the GloVe word embedding approach, learns the features using a CNN layer and then coordinates those parts into a Multi-Layered Bi-DirectionalLong-Short-Term Memory (MBiLSTM) to capture long-range embedded circumstances. The main aim of this experiment is to give an adequate answer to examine feelings and user reviews in positive and negative classifications. Our runs show that a test accuracy of 92.05% and a validation accuracy of 93.55% can be attained with the given model. The framework is assessed using IMDB datasets. The proposed model outflanks existing pattern models, which show that going past the substance of a tweet is valuable in opinion classification orders since it gives the classifier a deep understanding of the chore. © 2022 Elsevier Ltd"
Terciaria,A Multimodel-Based Deep Learning Framework for Short Text Multiclass Classification with the Imbalanced and Extremely Small Data Set,2022,13,Scopus,10.1155/2022/7183207,"Text classification plays an important role in many practical applications. In the real world, there are extremely small datasets. Most existing methods adopt pretrained neural network models to handle this kind of dataset. However, these methods are either difficult to deploy on mobile devices because of their large output size or cannot fully extract the deep semantic information between phrases and clauses. This paper proposes a multimodel-based deep learning framework for short-text multiclass classification with an imbalanced and extremely small dataset. Our framework mainly includes five layers: the encoder layer, the word-level LSTM network layer, the sentence-level LSTM network layer, the max-pooling layer, and the SoftMax layer. The encoder layer uses DistilBERT to obtain context-sensitive dynamic word vectors that are difficult to represent in traditional feature engineering methods. Since the transformer part of this layer is distilled, our framework is compressed. Then, we use the next two layers to extract deep semantic information. The output of the encoder layer is sent to a bidirectional LSTM network, and the feature matrix is extracted hierarchically through the LSTM at the word and sentence level to obtain the fine-grained semantic representation. After that, the max-pooling layer converts the feature matrix into a lower-dimensional matrix, preserving only the obvious features. Finally, the feature matrix is taken as the input of a fully connected SoftMax layer, which contains a function that can convert the predicted linear vector into the output value as the probability of the text in each classification. Extensive experiments on two public benchmarks demonstrate the effectiveness of our proposed approach on an extremely small dataset. It retains the state-of-the-art baseline performance in terms of precision, recall, accuracy, and F1 score, and through the model size, training time, and convergence epoch, we can conclude that our method can be deployed faster and lighter on mobile devices.  © 2022 Jiajun Tong et al."
